Punto,Nombre Punto,Ubicación,Consumo kWh,Consumo Base kWh,Eficiencia %,Estado,Fecha
"N3","Aula Multimedia 202","Edificio Académico",5.75,6,95.8,"activo","2026-02-26 12:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.43,12,111.9,"activo","2026-02-26 12:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.82,4.8,100.4,"activo","2026-02-26 11:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",41.74,50,83.5,"activo","2026-02-26 11:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.54,12,112.8,"activo","2026-02-26 11:45:00"
"N3","Aula Multimedia 202","Edificio Académico",7.02,6,117.0,"activo","2026-02-26 11:45:00"
"N7","Centro de Datos","Edificio Tecnológico",70.14,60,116.9,"activo","2026-02-26 11:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",11.06,11.5,96.2,"activo","2026-02-26 11:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",13.78,15,91.9,"activo","2026-02-26 11:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",19.81,20,99.0,"activo","2026-02-26 11:45:00"
"N5","Biblioteca Central","Edificio de Servicios",10.11,12,84.2,"activo","2026-02-26 11:45:00"
"N8","Estacionamiento Techado","Área Externa",2.2,2.5,88.0,"activo","2026-02-26 11:45:00"
"N1","Auditorio Principal","Edificio Cultural",14.48,15.5,93.4,"activo","2026-02-26 11:45:00"
"N2","Aula Magna 101","Edificio Académico",6.53,5.5,118.7,"activo","2026-02-26 11:45:00"
"N2","Aula Magna 101","Edificio Académico",0,5.5,0.0,"error","2026-02-26 10:45:00"
"N1","Auditorio Principal","Edificio Cultural",14.42,15.5,93.0,"activo","2026-02-26 10:45:00"
"N5","Biblioteca Central","Edificio de Servicios",13.13,12,109.4,"activo","2026-02-26 10:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",20.71,20,103.6,"activo","2026-02-26 10:45:00"
"N7","Centro de Datos","Edificio Tecnológico",52.43,60,87.4,"activo","2026-02-26 10:45:00"
"N8","Estacionamiento Techado","Área Externa",2.99,2.5,119.6,"activo","2026-02-26 10:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",0,50,0.0,"error","2026-02-26 10:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.79,11.5,93.8,"activo","2026-02-26 10:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.89,12,115.8,"activo","2026-02-26 10:45:00"
"N4","Aula Virtual 303","Edificio Académico",3.94,4.8,82.1,"activo","2026-02-26 10:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.32,6,105.3,"activo","2026-02-26 10:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",14.49,15,96.6,"activo","2026-02-26 10:45:00"
"N3","Aula Multimedia 202","Edificio Académico",4.88,6,81.3,"activo","2026-02-26 09:45:00"
"N7","Centro de Datos","Edificio Tecnológico",68.71,60,114.5,"activo","2026-02-26 09:45:00"
"N1","Auditorio Principal","Edificio Cultural",14.28,15.5,92.1,"activo","2026-02-26 09:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.34,4.8,111.3,"activo","2026-02-26 09:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10.95,12,91.3,"activo","2026-02-26 09:45:00"
"N8","Estacionamiento Techado","Área Externa",2.33,2.5,93.2,"activo","2026-02-26 09:45:00"
"N5","Biblioteca Central","Edificio de Servicios",10.51,12,87.6,"activo","2026-02-26 09:45:00"
"N2","Aula Magna 101","Edificio Académico",6.28,5.5,114.2,"activo","2026-02-26 09:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",21.79,20,108.9,"activo","2026-02-26 09:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",49.09,50,98.2,"activo","2026-02-26 09:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",13.22,11.5,115.0,"activo","2026-02-26 09:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",15.86,15,105.7,"activo","2026-02-26 09:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",13.73,15,91.5,"activo","2026-02-26 08:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",51.04,50,102.1,"activo","2026-02-26 08:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.89,4.8,101.9,"activo","2026-02-26 08:45:00"
"N8","Estacionamiento Techado","Área Externa",2.3,2.5,92.0,"activo","2026-02-26 08:45:00"
"N5","Biblioteca Central","Edificio de Servicios",14.25,12,118.8,"activo","2026-02-26 08:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",16.5,20,82.5,"activo","2026-02-26 08:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.49,6,91.5,"activo","2026-02-26 08:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",9.96,11.5,86.6,"activo","2026-02-26 08:45:00"
"N7","Centro de Datos","Edificio Tecnológico",64.81,60,108.0,"activo","2026-02-26 08:45:00"
"N2","Aula Magna 101","Edificio Académico",5.52,5.5,100.4,"activo","2026-02-26 08:45:00"
"N1","Auditorio Principal","Edificio Cultural",15.77,15.5,101.7,"activo","2026-02-26 08:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.5,12,95.8,"activo","2026-02-26 08:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",23.42,20,117.1,"activo","2026-02-26 07:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",51.83,50,103.7,"activo","2026-02-26 07:45:00"
"N1","Auditorio Principal","Edificio Cultural",12.56,15.5,81.0,"activo","2026-02-26 07:45:00"
"N8","Estacionamiento Techado","Área Externa",2.12,2.5,84.8,"activo","2026-02-26 07:45:00"
"N2","Aula Magna 101","Edificio Académico",6.55,5.5,119.1,"activo","2026-02-26 07:45:00"
"N7","Centro de Datos","Edificio Tecnológico",69.61,60,116.0,"activo","2026-02-26 07:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.33,4.8,111.0,"activo","2026-02-26 07:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.07,12,100.6,"activo","2026-02-26 07:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.06,6,84.3,"activo","2026-02-26 07:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.25,12,110.4,"activo","2026-02-26 07:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",12.53,11.5,109.0,"activo","2026-02-26 07:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",16.59,15,110.6,"activo","2026-02-26 07:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",16.31,20,81.5,"activo","2026-02-26 06:45:00"
"N8","Estacionamiento Techado","Área Externa",2.95,2.5,118.0,"activo","2026-02-26 06:45:00"
"N4","Aula Virtual 303","Edificio Académico",3.93,4.8,81.9,"activo","2026-02-26 06:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.99,6,116.5,"activo","2026-02-26 06:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",16.92,15,112.8,"activo","2026-02-26 06:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",12.64,12,105.3,"activo","2026-02-26 06:45:00"
"N2","Aula Magna 101","Edificio Académico",6.43,5.5,116.9,"activo","2026-02-26 06:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.88,11.5,94.6,"activo","2026-02-26 06:45:00"
"N5","Biblioteca Central","Edificio de Servicios",11.46,12,95.5,"activo","2026-02-26 06:45:00"
"N1","Auditorio Principal","Edificio Cultural",18.07,15.5,116.6,"activo","2026-02-26 06:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",55.5,50,111.0,"activo","2026-02-26 06:45:00"
"N7","Centro de Datos","Edificio Tecnológico",54.83,60,91.4,"activo","2026-02-26 06:45:00"
"N7","Centro de Datos","Edificio Tecnológico",67.87,60,113.1,"activo","2026-02-26 05:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.29,15.5,85.7,"activo","2026-02-26 05:45:00"
"N8","Estacionamiento Techado","Área Externa",2.36,2.5,94.4,"activo","2026-02-26 05:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",23.73,20,118.7,"activo","2026-02-26 05:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10.82,12,90.2,"activo","2026-02-26 05:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.41,4.8,91.9,"activo","2026-02-26 05:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.06,6,84.3,"activo","2026-02-26 05:45:00"
"N2","Aula Magna 101","Edificio Académico",4.69,5.5,85.3,"activo","2026-02-26 05:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",59.57,50,119.1,"activo","2026-02-26 05:45:00"
"N5","Biblioteca Central","Edificio de Servicios",13.58,12,113.2,"activo","2026-02-26 05:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",12.49,11.5,108.6,"activo","2026-02-26 05:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",17.78,15,118.5,"activo","2026-02-26 05:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",13.18,15,87.9,"activo","2026-02-26 04:45:00"
"N2","Aula Magna 101","Edificio Académico",5.47,5.5,99.5,"activo","2026-02-26 04:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.43,6,107.2,"activo","2026-02-26 04:45:00"
"N7","Centro de Datos","Edificio Tecnológico",66.03,60,110.0,"activo","2026-02-26 04:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.61,4.8,96.0,"activo","2026-02-26 04:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.87,12,107.3,"activo","2026-02-26 04:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",13.33,11.5,115.9,"activo","2026-02-26 04:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",23.59,20,118.0,"activo","2026-02-26 04:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",45.91,50,91.8,"activo","2026-02-26 04:45:00"
"N8","Estacionamiento Techado","Área Externa",2.84,2.5,113.6,"activo","2026-02-26 04:45:00"
"N1","Auditorio Principal","Edificio Cultural",16.42,15.5,105.9,"activo","2026-02-26 04:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.6,12,96.7,"activo","2026-02-26 04:45:00"
"N1","Auditorio Principal","Edificio Cultural",17.52,15.5,113.0,"activo","2026-02-26 03:45:00"
"N7","Centro de Datos","Edificio Tecnológico",67.09,60,111.8,"activo","2026-02-26 03:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10.54,12,87.8,"activo","2026-02-26 03:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",9.24,11.5,80.3,"activo","2026-02-26 03:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",17.06,15,113.7,"activo","2026-02-26 03:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",41.88,50,83.8,"activo","2026-02-26 03:45:00"
"N2","Aula Magna 101","Edificio Académico",5.82,5.5,105.8,"activo","2026-02-26 03:45:00"
"N5","Biblioteca Central","Edificio de Servicios",13.4,12,111.7,"activo","2026-02-26 03:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.72,4.8,98.3,"activo","2026-02-26 03:45:00"
"N8","Estacionamiento Techado","Área Externa",2.33,2.5,93.2,"activo","2026-02-26 03:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.18,6,86.3,"activo","2026-02-26 03:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",18.1,20,90.5,"activo","2026-02-26 03:45:00"
"N2","Aula Magna 101","Edificio Académico",4.79,5.5,87.1,"activo","2026-02-26 02:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.08,12,92.3,"activo","2026-02-26 02:45:00"
"N7","Centro de Datos","Edificio Tecnológico",66.99,60,111.6,"activo","2026-02-26 02:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",9.23,11.5,80.3,"activo","2026-02-26 02:45:00"
"N8","Estacionamiento Techado","Área Externa",2.09,2.5,83.6,"activo","2026-02-26 02:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",57.29,50,114.6,"activo","2026-02-26 02:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.01,6,83.5,"activo","2026-02-26 02:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.1,12,100.8,"activo","2026-02-26 02:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.97,4.8,103.5,"activo","2026-02-26 02:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",19.93,20,99.6,"activo","2026-02-26 02:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",12.61,15,84.1,"activo","2026-02-26 02:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.07,15.5,84.3,"activo","2026-02-26 02:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",17.89,20,89.5,"activo","2026-02-26 01:45:00"
"N8","Estacionamiento Techado","Área Externa",2.88,2.5,115.2,"activo","2026-02-26 01:45:00"
"N7","Centro de Datos","Edificio Tecnológico",50.52,60,84.2,"activo","2026-02-26 01:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.48,15.5,87.0,"activo","2026-02-26 01:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.75,11.5,93.5,"activo","2026-02-26 01:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.77,6,112.8,"activo","2026-02-26 01:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",16.01,15,106.7,"activo","2026-02-26 01:45:00"
"N2","Aula Magna 101","Edificio Académico",4.64,5.5,84.4,"activo","2026-02-26 01:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.11,4.8,106.5,"activo","2026-02-26 01:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",14.01,12,116.8,"activo","2026-02-26 01:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",42.18,50,84.4,"activo","2026-02-26 01:45:00"
"N5","Biblioteca Central","Edificio de Servicios",9.74,12,81.2,"activo","2026-02-26 01:45:00"
"N8","Estacionamiento Techado","Área Externa",2.96,2.5,118.4,"activo","2026-02-26 00:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",19.78,20,98.9,"activo","2026-02-26 00:45:00"
"N2","Aula Magna 101","Edificio Académico",6.46,5.5,117.5,"activo","2026-02-26 00:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.13,6,85.5,"activo","2026-02-26 00:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",51.5,50,103.0,"activo","2026-02-26 00:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.97,12,116.4,"activo","2026-02-26 00:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.55,4.8,115.6,"activo","2026-02-26 00:45:00"
"N5","Biblioteca Central","Edificio de Servicios",10.41,12,86.8,"activo","2026-02-26 00:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.16,11.5,88.3,"activo","2026-02-26 00:45:00"
"N1","Auditorio Principal","Edificio Cultural",16.55,15.5,106.8,"activo","2026-02-26 00:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",17.88,15,119.2,"activo","2026-02-26 00:45:00"
"N7","Centro de Datos","Edificio Tecnológico",51.18,60,85.3,"activo","2026-02-26 00:45:00"
"N7","Centro de Datos","Edificio Tecnológico",52.4,60,87.3,"activo","2026-02-25 23:45:00"
"N5","Biblioteca Central","Edificio de Servicios",11.09,12,92.4,"activo","2026-02-25 23:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.96,4.8,103.3,"activo","2026-02-25 23:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",15.43,15,102.9,"activo","2026-02-25 23:45:00"
"N8","Estacionamiento Techado","Área Externa",2.77,2.5,110.8,"activo","2026-02-25 23:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10.17,12,84.8,"activo","2026-02-25 23:45:00"
"N2","Aula Magna 101","Edificio Académico",0,5.5,0.0,"error","2026-02-25 23:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.08,11.5,87.7,"activo","2026-02-25 23:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",23.71,20,118.5,"activo","2026-02-25 23:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",42.59,50,85.2,"activo","2026-02-25 23:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.23,6,87.2,"activo","2026-02-25 23:45:00"
"N1","Auditorio Principal","Edificio Cultural",17.54,15.5,113.2,"activo","2026-02-25 23:45:00"
"N1","Auditorio Principal","Edificio Cultural",16.23,15.5,104.7,"activo","2026-02-25 22:45:00"
"N5","Biblioteca Central","Edificio de Servicios",11.47,12,95.6,"activo","2026-02-25 22:45:00"
"N7","Centro de Datos","Edificio Tecnológico",48.66,60,81.1,"activo","2026-02-25 22:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",9.7,12,80.8,"activo","2026-02-25 22:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",23.92,20,119.6,"activo","2026-02-25 22:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",16.13,15,107.5,"activo","2026-02-25 22:45:00"
"N2","Aula Magna 101","Edificio Académico",5.47,5.5,99.5,"activo","2026-02-25 22:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.83,6,113.8,"activo","2026-02-25 22:45:00"
"N8","Estacionamiento Techado","Área Externa",2.83,2.5,113.2,"activo","2026-02-25 22:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.11,11.5,87.9,"activo","2026-02-25 22:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",41.27,50,82.5,"activo","2026-02-25 22:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.03,4.8,84.0,"activo","2026-02-25 22:45:00"
"N2","Aula Magna 101","Edificio Académico",6.42,5.5,116.7,"activo","2026-02-25 21:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",12.05,15,80.3,"activo","2026-02-25 21:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",12.21,12,101.8,"activo","2026-02-25 21:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",19.57,20,97.9,"activo","2026-02-25 21:45:00"
"N3","Aula Multimedia 202","Edificio Académico",4.86,6,81.0,"activo","2026-02-25 21:45:00"
"N8","Estacionamiento Techado","Área Externa",2.11,2.5,84.4,"activo","2026-02-25 21:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.62,4.8,96.3,"activo","2026-02-25 21:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",9.46,11.5,82.3,"activo","2026-02-25 21:45:00"
"N7","Centro de Datos","Edificio Tecnológico",57.36,60,95.6,"activo","2026-02-25 21:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",58.72,50,117.4,"activo","2026-02-25 21:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.52,12,104.3,"activo","2026-02-25 21:45:00"
"N1","Auditorio Principal","Edificio Cultural",18.28,15.5,117.9,"activo","2026-02-25 21:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",17.82,15,118.8,"activo","2026-02-25 20:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.16,4.8,86.7,"activo","2026-02-25 20:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.75,12,97.9,"activo","2026-02-25 20:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",11.32,11.5,98.4,"activo","2026-02-25 20:45:00"
"N1","Auditorio Principal","Edificio Cultural",12.65,15.5,81.6,"activo","2026-02-25 20:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.98,12,108.2,"activo","2026-02-25 20:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.58,6,93.0,"activo","2026-02-25 20:45:00"
"N2","Aula Magna 101","Edificio Académico",5.72,5.5,104.0,"activo","2026-02-25 20:45:00"
"N7","Centro de Datos","Edificio Tecnológico",55.31,60,92.2,"activo","2026-02-25 20:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",22.83,20,114.1,"activo","2026-02-25 20:45:00"
"N8","Estacionamiento Techado","Área Externa",2.43,2.5,97.2,"activo","2026-02-25 20:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",53.08,50,106.2,"activo","2026-02-25 20:45:00"
"N1","Auditorio Principal","Edificio Cultural",15.03,15.5,97.0,"activo","2026-02-25 19:45:00"
"N8","Estacionamiento Techado","Área Externa",2.87,2.5,114.8,"activo","2026-02-25 19:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.8,12,106.7,"activo","2026-02-25 19:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.12,4.8,85.8,"activo","2026-02-25 19:45:00"
"N2","Aula Magna 101","Edificio Académico",5.56,5.5,101.1,"activo","2026-02-25 19:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.43,12,111.9,"activo","2026-02-25 19:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.67,11.5,92.8,"activo","2026-02-25 19:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",12.48,15,83.2,"activo","2026-02-25 19:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.73,6,112.2,"activo","2026-02-25 19:45:00"
"N7","Centro de Datos","Edificio Tecnológico",51.23,60,85.4,"activo","2026-02-25 19:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",56.37,50,112.7,"activo","2026-02-25 19:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",20.08,20,100.4,"activo","2026-02-25 19:45:00"
"N5","Biblioteca Central","Edificio de Servicios",14.27,12,118.9,"activo","2026-02-25 18:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",57.51,50,115.0,"activo","2026-02-25 18:45:00"
"N7","Centro de Datos","Edificio Tecnológico",51.69,60,86.1,"activo","2026-02-25 18:45:00"
"N2","Aula Magna 101","Edificio Académico",5.56,5.5,101.1,"activo","2026-02-25 18:45:00"
"N8","Estacionamiento Techado","Área Externa",2.34,2.5,93.6,"activo","2026-02-25 18:45:00"
"N1","Auditorio Principal","Edificio Cultural",15.84,15.5,102.2,"activo","2026-02-25 18:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.62,6,110.3,"activo","2026-02-25 18:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",12.7,11.5,110.4,"activo","2026-02-25 18:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",17.4,15,116.0,"activo","2026-02-25 18:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",19.58,20,97.9,"activo","2026-02-25 18:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.24,4.8,109.2,"activo","2026-02-25 18:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",13.19,12,109.9,"activo","2026-02-25 18:45:00"
"N2","Aula Magna 101","Edificio Académico",4.92,5.5,89.5,"activo","2026-02-25 17:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",15.33,15,102.2,"activo","2026-02-25 17:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.31,15.5,85.9,"activo","2026-02-25 17:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.11,4.8,85.6,"activo","2026-02-25 17:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",21.78,20,108.9,"activo","2026-02-25 17:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",13.57,11.5,118.0,"activo","2026-02-25 17:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",12.71,12,105.9,"activo","2026-02-25 17:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.07,6,84.5,"activo","2026-02-25 17:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",56.95,50,113.9,"activo","2026-02-25 17:45:00"
"N7","Centro de Datos","Edificio Tecnológico",70.48,60,117.5,"activo","2026-02-25 17:45:00"
"N8","Estacionamiento Techado","Área Externa",2.69,2.5,107.6,"activo","2026-02-25 17:45:00"
"N5","Biblioteca Central","Edificio de Servicios",9.79,12,81.6,"activo","2026-02-25 17:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",13.39,15,89.3,"activo","2026-02-25 16:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.85,11.5,94.3,"activo","2026-02-25 16:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",16.42,20,82.1,"activo","2026-02-25 16:45:00"
"N5","Biblioteca Central","Edificio de Servicios",10.11,12,84.2,"activo","2026-02-25 16:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10,12,83.3,"activo","2026-02-25 16:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",51.59,50,103.2,"activo","2026-02-25 16:45:00"
"N1","Auditorio Principal","Edificio Cultural",12.86,15.5,83.0,"activo","2026-02-25 16:45:00"
"N2","Aula Magna 101","Edificio Académico",0,5.5,0.0,"error","2026-02-25 16:45:00"
"N3","Aula Multimedia 202","Edificio Académico",5.47,6,91.2,"activo","2026-02-25 16:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.92,4.8,102.5,"activo","2026-02-25 16:45:00"
"N7","Centro de Datos","Edificio Tecnológico",56.17,60,93.6,"activo","2026-02-25 16:45:00"
"N8","Estacionamiento Techado","Área Externa",2.17,2.5,86.8,"activo","2026-02-25 16:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.37,4.8,111.9,"activo","2026-02-25 15:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.49,6,108.2,"activo","2026-02-25 15:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",13.34,11.5,116.0,"activo","2026-02-25 15:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10.43,12,86.9,"activo","2026-02-25 15:45:00"
"N2","Aula Magna 101","Edificio Académico",4.64,5.5,84.4,"activo","2026-02-25 15:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",0,50,0.0,"error","2026-02-25 15:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.39,12,103.3,"activo","2026-02-25 15:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",15.09,15,100.6,"activo","2026-02-25 15:45:00"
"N8","Estacionamiento Techado","Área Externa",2.79,2.5,111.6,"activo","2026-02-25 15:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",18.85,20,94.3,"activo","2026-02-25 15:45:00"
"N7","Centro de Datos","Edificio Tecnológico",69.17,60,115.3,"activo","2026-02-25 15:45:00"
"N1","Auditorio Principal","Edificio Cultural",17.37,15.5,112.1,"activo","2026-02-25 15:45:00"
"N2","Aula Magna 101","Edificio Académico",4.76,5.5,86.5,"activo","2026-02-25 14:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",10.96,12,91.3,"activo","2026-02-25 14:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",21.83,20,109.1,"activo","2026-02-25 14:45:00"
"N3","Aula Multimedia 202","Edificio Académico",7.06,6,117.7,"activo","2026-02-25 14:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.58,11.5,92.0,"activo","2026-02-25 14:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.14,15.5,84.8,"activo","2026-02-25 14:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",51.6,50,103.2,"activo","2026-02-25 14:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",15.64,15,104.3,"activo","2026-02-25 14:45:00"
